ProductName,Price,Rate,Review,Summary,text,sentiment
Sounce Protective Case Cover Compatible Boat Xtend Overall Protective Case TPU HD Clear Ultra-Thin Cover with Unbreakable Screen Guard,199,4,"perfect fit n finish. but slightly over priced. overall good and useful.,good product, proper fitting, product is very usefull because it's cover full display and body smart watch and protect any damage.screen fully protected with this product.,too cost but its perfect & secure for smartwatch â¤ worth it paise vasulð, for your watch","perfect fit n finish. but slightly over priced. overall good and useful.,screen cover,amazing product.. i'm very glad after got it..now i can use my watch confidently..thank you amazon..,protect our screen.,perfect fitting for m nosice smartwatch â¤,good for protection,ok,good","perfect fit n finish. but slightly over priced. overall good and useful.,screen cover,amazing product.. i'm very glad after got it..now i can use my watch confidently..thank you amazon..,protect our screen.,perfect fitting for m nosice smartwatch â¤,good for protection,ok,good perfect fit n finish. but slightly over priced. overall good and useful.,good product, proper fitting, product is very usefull because it's cover full display and body smart watch and protect any damage.screen fully protected with this product.,too cost but its perfect & secure for smartwatch â¤ worth it paise vasulð, for your watch",Positive
"Tokdis MX-1 Pro Bluetooth Calling Smartwatch - 1.69â LCD Display, Multiple Watch Faces, Sleep Monitor, Heart & SpO2 Monitoring, Multiple Sports Modes, Water Resistant",899,3,"its is value for money,,good product,good, liked,,charging lasts short time. charging with straps impossible. very poor working. not worth the money paid.,it's tiny specially can be look great on tiny wrist, look is also nice but internal feature is some down it must be upgrated.,auto data collection n update not there . gets disconnected all time. hard to connect. doesn't get update automatically with time n day . today is 12 dec monday n it's still showing 10 dec saturday. had to update time everytime,it works fine for first five days, even it is cheaper, it should be worth of the money. and now two months works good","its is good but battery life is very poor,heart rate sanser and battery backup,nice product,good product within small price range,poor.,cool product,gets disconnected , time n data doesn't updates automatically,it's good deal at 849/- works fine for first few days","its is good but battery life is very poor,heart rate sanser and battery backup,nice product,good product within small price range,poor.,cool product,gets disconnected , time n data doesn't updates automatically,it's good deal at 849/- works fine for first few days its is value for money,,good product,good, liked,,charging lasts short time. charging with straps impossible. very poor working. not worth the money paid.,it's tiny specially can be look great on tiny wrist, look is also nice but internal feature is some down it must be upgrated.,auto data collection n update not there . gets disconnected all time. hard to connect. doesn't get update automatically with time n day . today is 12 dec monday n it's still showing 10 dec saturday. had to update time everytime,it works fine for first five days, even it is cheaper, it should be worth of the money. and now two months works good",Neutral
"URBN 20000 mAh lithium_polymer Power Bank with 12 Watt Fast Charging, Camo",1599,4,"good for the price,nice one,just ok for the price...,battery not working,comfortable and small to useissue in power supply that melts the charger cable of smart watch,,pasand,sleek etc yes, but mine stopped working after 7 months. it has a moulded outer casing ie no screws to open/repair if it stops working. replace it in warranty else throw it away..buy at your own risk.high time indian consumers got #righttorepair","worth the price,it is good,not bad,battery life,it melts the smart watch charger,very good light weight,achha laga,canât be repaired","worth the price,it is good,not bad,battery life,it melts the smart watch charger,very good light weight,achha laga,canât be repaired good for the price,nice one,just ok for the price...,battery not working,comfortable and small to useissue in power supply that melts the charger cable of smart watch,,pasand,sleek etc yes, but mine stopped working after 7 months. it has a moulded outer casing ie no screws to open/repair if it stops working. replace it in warranty else throw it away..buy at your own risk.high time indian consumers got #righttorepair",Positive
"Oraimo 18W USB & Type-C Dual Output Super Fast Charger Wall Adapter PE2.0&Quick Charge 3.0 & Power Delivery 3.0 Compatible for iPhone 13/13 Mini/13 Pro Max/12/12 Pro Max, iPad Mini/Pro, Pixel, Galaxy, Airpods Pro",699,4,"expect it will last long, price wise it's a good product. till date it's working well.,one slot got out of order and one using now.value of money and second slot of the charger is average to use.ð¤ªð¤ªð¤ªððð®ð³,good quality no issues till now working fine with 5v 2ampas it is 10 watt charger.,fast charging,yes it's very nice, product. great charging power even two devices connected with the charger. i charged my pixel 6a and wireless headphone together, both get charged quickly. but issue with the build quality. i once by mistake sat in the charger and the socket end of it broke from the edges and came out completely. i had to fix that with a fevi quick. now working fine . overall a very good product. don't think, just go for it.,it's a good product for this price range. works fine.","good,nice ð in value.paracased on two oly,working fine,good product,good one,good one,very good product,decent product, worth every penny","good,nice ð in value.paracased on two oly,working fine,good product,good one,good one,very good product,decent product, worth every penny expect it will last long, price wise it's a good product. till date it's working well.,one slot got out of order and one using now.value of money and second slot of the charger is average to use.ð¤ªð¤ªð¤ªððð®ð³,good quality no issues till now working fine with 5v 2ampas it is 10 watt charger.,fast charging,yes it's very nice, product. great charging power even two devices connected with the charger. i charged my pixel 6a and wireless headphone together, both get charged quickly. but issue with the build quality. i once by mistake sat in the charger and the socket end of it broke from the edges and came out completely. i had to fix that with a fevi quick. now working fine . overall a very good product. don't think, just go for it.,it's a good product for this price range. works fine.",Positive
"Noise ColorFit Pulse Grand Smart Watch with 1.69""(4.29cm) HD Display, 60 Sports Modes, 150 Watch Faces, Fast Charge, Spo2, Stress, Sleep, Heart Rate Monitoring & IP68 Waterproof (Electric Blue)",1999,4,"battery life is low,worth purchase,good performance at this price range,a economical product to buy for average usage of checking time, heart monitoring, steps track, etc.battery backup great single charge stands for min 3 days.recommended only for simple use and show off.,first of all, this watch is budget friendly.watch faces - the app has a large number of watch faces step track - not that accurate but that fineâ¢ weather forecast:- 100% accuratesleep - pretty accurate information overall, the experience is pretty good.but but but, the battery life is not that good only 4 days of battery backup.,nice product,overall good product to buy,good product","ranjitha,good one,best one!!!,good and average usage,it's been good,good,overall good product,nice","ranjitha,good one,best one!!!,good and average usage,it's been good,good,overall good product,nice battery life is low,worth purchase,good performance at this price range,a economical product to buy for average usage of checking time, heart monitoring, steps track, etc.battery backup great single charge stands for min 3 days.recommended only for simple use and show off.,first of all, this watch is budget friendly.watch faces - the app has a large number of watch faces step track - not that accurate but that fineâ¢ weather forecast:- 100% accuratesleep - pretty accurate information overall, the experience is pretty good.but but but, the battery life is not that good only 4 days of battery backup.,nice product,overall good product to buy,good product",Positive
"Noise ColorFit Pulse Grand Smart Watch with 1.69""(4.29cm) HD Display, 60 Sports Modes, 150 Watch Faces, Fast Charge, Spo2, Stress, Sleep, Heart Rate Monitoring & IP68 Waterproof (Jet Black)",1599,4,"battery life is low,worth purchase,good performance at this price range,a economical product to buy for average usage of checking time, heart monitoring, steps track, etc.battery backup great single charge stands for min 3 days.recommended only for simple use and show off.,first of all, this watch is budget friendly.watch faces - the app has a large number of watch faces step track - not that accurate but that fineâ¢ weather forecast:- 100% accuratesleep - pretty accurate information overall, the experience is pretty good.but but but, the battery life is not that good only 4 days of battery backup.,nice product,overall good product to buy,good product","ranjitha,good one,best one!!!,good and average usage,it's been good,good,overall good product,nice","ranjitha,good one,best one!!!,good and average usage,it's been good,good,overall good product,nice battery life is low,worth purchase,good performance at this price range,a economical product to buy for average usage of checking time, heart monitoring, steps track, etc.battery backup great single charge stands for min 3 days.recommended only for simple use and show off.,first of all, this watch is budget friendly.watch faces - the app has a large number of watch faces step track - not that accurate but that fineâ¢ weather forecast:- 100% accuratesleep - pretty accurate information overall, the experience is pretty good.but but but, the battery life is not that good only 4 days of battery backup.,nice product,overall good product to buy,good product",Positive
Boya ByM1 Auxiliary Omnidirectional Lavalier Condenser Microphone with 20ft Audio Cable (Black),798,4,"note :@ its ready to go mic, which doesn't need any sound card and can be plugged and used directly even with smartphones.* has 3.5mm jack connector built in, you can use 1/4' connector if needed.@ it has very long cable which measures upto 20 feet, so note that.@ it has absolutely no noise isolation and normal smartphone earphones does better job of noise reduction compared to them in stock condition, but with simple editing this mic works just fine ( check the review below for detailed settings )there are literally thousands of review on this product, but none explained the best possible settings for it when used with smartphone with audacity software, or even in general. so i took the risk of ordering it and it turned out to be nightmare right out of the box, as the sound output was worse than my smartphone earphones. so i went to search for best settings on amazon & other sources but in vain. fortunately i myself in experiments found the solution and now its working just fine.first i am mentioning all the pros and cons considering the settings that i found and then listing those settings,pros :-------1. built quality of the complete mic and cable is good for the price given.2. length of cable is insane (20 feet).* i personally didn't find it useful, as i use it with my smartphone which is just couple of feet below in my pockets, but for some users it can be very useful if using in rig setup with camera.3. has universal 3.5mm jack, which is handy.4. its easy to use, just plug and play device, which doesn't need any sound card or external device to work.5. has support for multiple device right from smartphones to dslrs and computers.6. it comes with carry pouch which is very handy, since its a mess with such long cables.cons :--------1. biggest con is the sound quality right out of the box. its just garbage quality and even normal ears can't bear the background noise collection, so forget about audiophiles. my normal smartphone's earphones record much better sound quality compared to this.2. length of cable is way too much for me and i guess for many users. i think there should have being multiple option on length to choose from, as keeping 20 feet cable wrapped and hanging or in pocket while recording is not comfortable.3. it comes with a button cell for recording sound for devices other than smartphone and there's no way to know whether the battery is dead or what's its charging level. only way to check is by plugging it to a digital recorder or computer and test. so if you are carrying it with recorder which doesn't has playback feature or if you are in hurry and in case of dead battery to record all the sound, then only way to find that your efforts are in vain will be when you comfortably sit to edit it and trust me, its very frustrating ! i am mentioning, it as this scenario have happened with me once, hence i am very cautious about batteries now & use it with smartphones or digital recorders.4. i think price should have being couple of hundred bucks less, considering the sound quality.best setting using audacity software :===================================these are the settings when you record with smartphone or any other device and there are lots of background noises and you use audacity software, which is free !1. open the software and open the audio file you recorded with this mic.2. select entire audio clip and open ""effects"" and then "" distortion ""3. start the playback of audio clip in the software, so you can listen to change in effects that you are about to make.4.now select "" distortion type "" option on the top of box and select "" soft clipping "".* or select "" hard limiter "" and do the settings as it sounds suitable to you.5. take the ""clipping level cursor to extreme right end or so until you hear soft pleasant output.6. adjust the ""make-up gain"" cursor little bit if needed, i keep it on 49.* here you can select which ever type, which you feel is suitable for you.7. now just click "" apply "".8. now is noise reduction. for that select short section of audio which does not have your voice, but only has background noises that you don't want.9. open ""effects"" and then "" noise reduction ""10. click on "" get noise profile"".11. now select entire audio clip and again open ""effects"" and then "" noise reduction "".12. finally, click on "" ok "" and that's it !now you are good to go with soft, slightly lesser noises and more pleasant sound output. after these steps, you can amplify the sound from same software or any other end user software.verdict :-----------i personally am very disappointed with the sound quality, though the audacity tweaking gets it to bearable level, but its satisfactory enough. plus price seems slightly more on this. i wouldn't recommend these are someone looking good sound quality specially if you live in noisy environment. buy this only if you live in very silent conditions.,it's not great or best out there for beginners but good-i use a budget mid-range phone and the boya mic is better than in built mic of phone. record it in wav format, it's good.-you gotta use software/apps to pull the best of this, like audacity or some other editing app.-it's pretty long and that's good as you can extend the cable to a good distance say if u r connecting it to the camera on a tripod.-overall it's decent for beginners. i see high-end phones have good recording capabilities, but if you have a budget phone, then this one is deal.,microphone looks very well built, it supports both phones and cameras. there are some phones that does not support external mic, please check before buying as one of my phone did not support it.they claim noise cancellation, however, i did not notice major difference it also captures great amount of noise, only cancellation is because of foam padding around the microphone. i could not observe noise cancellation, at least, while recording on phone.overall package is well bundled, wire quality is decent, however the dongle quality is excellent, even the small clip to hold the microphone feels solid.,wire is to long but good if quality of wire is improve in future then 5 stars from me but now 4 star good sound low price 1 star - for wire quality but over all a nice product.ââââ,i think it's good for online teaching like i do...but yeah some problems like very long cable length i mean someone might need but it should be optional.... or detachable price of the mic itself is not much anywaysi am okay with this mic for sometime... until i am sure i need quality rode mic to upgrade...,don't expect noice cancellation under this budget but audio recording quality is very good.,nice product,decent","detailed review with best settings for better sound output !!!,worth if you know how to use and what to use it for.,good for non-professional recordings,buy this and start creating content for your youtube.,long cable should be optional.... it's too long else good mic for beginners on yt,working as expected,nice product,good ð","detailed review with best settings for better sound output !!!,worth if you know how to use and what to use it for.,good for non-professional recordings,buy this and start creating content for your youtube.,long cable should be optional.... it's too long else good mic for beginners on yt,working as expected,nice product,good ð note :@ its ready to go mic, which doesn't need any sound card and can be plugged and used directly even with smartphones.* has 3.5mm jack connector built in, you can use 1/4' connector if needed.@ it has very long cable which measures upto 20 feet, so note that.@ it has absolutely no noise isolation and normal smartphone earphones does better job of noise reduction compared to them in stock condition, but with simple editing this mic works just fine ( check the review below for detailed settings )there are literally thousands of review on this product, but none explained the best possible settings for it when used with smartphone with audacity software, or even in general. so i took the risk of ordering it and it turned out to be nightmare right out of the box, as the sound output was worse than my smartphone earphones. so i went to search for best settings on amazon & other sources but in vain. fortunately i myself in experiments found the solution and now its working just fine.first i am mentioning all the pros and cons considering the settings that i found and then listing those settings,pros :-------1. built quality of the complete mic and cable is good for the price given.2. length of cable is insane (20 feet).* i personally didn't find it useful, as i use it with my smartphone which is just couple of feet below in my pockets, but for some users it can be very useful if using in rig setup with camera.3. has universal 3.5mm jack, which is handy.4. its easy to use, just plug and play device, which doesn't need any sound card or external device to work.5. has support for multiple device right from smartphones to dslrs and computers.6. it comes with carry pouch which is very handy, since its a mess with such long cables.cons :--------1. biggest con is the sound quality right out of the box. its just garbage quality and even normal ears can't bear the background noise collection, so forget about audiophiles. my normal smartphone's earphones record much better sound quality compared to this.2. length of cable is way too much for me and i guess for many users. i think there should have being multiple option on length to choose from, as keeping 20 feet cable wrapped and hanging or in pocket while recording is not comfortable.3. it comes with a button cell for recording sound for devices other than smartphone and there's no way to know whether the battery is dead or what's its charging level. only way to check is by plugging it to a digital recorder or computer and test. so if you are carrying it with recorder which doesn't has playback feature or if you are in hurry and in case of dead battery to record all the sound, then only way to find that your efforts are in vain will be when you comfortably sit to edit it and trust me, its very frustrating ! i am mentioning, it as this scenario have happened with me once, hence i am very cautious about batteries now & use it with smartphones or digital recorders.4. i think price should have being couple of hundred bucks less, considering the sound quality.best setting using audacity software :===================================these are the settings when you record with smartphone or any other device and there are lots of background noises and you use audacity software, which is free !1. open the software and open the audio file you recorded with this mic.2. select entire audio clip and open ""effects"" and then "" distortion ""3. start the playback of audio clip in the software, so you can listen to change in effects that you are about to make.4.now select "" distortion type "" option on the top of box and select "" soft clipping "".* or select "" hard limiter "" and do the settings as it sounds suitable to you.5. take the ""clipping level cursor to extreme right end or so until you hear soft pleasant output.6. adjust the ""make-up gain"" cursor little bit if needed, i keep it on 49.* here you can select which ever type, which you feel is suitable for you.7. now just click "" apply "".8. now is noise reduction. for that select short section of audio which does not have your voice, but only has background noises that you don't want.9. open ""effects"" and then "" noise reduction ""10. click on "" get noise profile"".11. now select entire audio clip and again open ""effects"" and then "" noise reduction "".12. finally, click on "" ok "" and that's it !now you are good to go with soft, slightly lesser noises and more pleasant sound output. after these steps, you can amplify the sound from same software or any other end user software.verdict :-----------i personally am very disappointed with the sound quality, though the audacity tweaking gets it to bearable level, but its satisfactory enough. plus price seems slightly more on this. i wouldn't recommend these are someone looking good sound quality specially if you live in noisy environment. buy this only if you live in very silent conditions.,it's not great or best out there for beginners but good-i use a budget mid-range phone and the boya mic is better than in built mic of phone. record it in wav format, it's good.-you gotta use software/apps to pull the best of this, like audacity or some other editing app.-it's pretty long and that's good as you can extend the cable to a good distance say if u r connecting it to the camera on a tripod.-overall it's decent for beginners. i see high-end phones have good recording capabilities, but if you have a budget phone, then this one is deal.,microphone looks very well built, it supports both phones and cameras. there are some phones that does not support external mic, please check before buying as one of my phone did not support it.they claim noise cancellation, however, i did not notice major difference it also captures great amount of noise, only cancellation is because of foam padding around the microphone. i could not observe noise cancellation, at least, while recording on phone.overall package is well bundled, wire quality is decent, however the dongle quality is excellent, even the small clip to hold the microphone feels solid.,wire is to long but good if quality of wire is improve in future then 5 stars from me but now 4 star good sound low price 1 star - for wire quality but over all a nice product.ââââ,i think it's good for online teaching like i do...but yeah some problems like very long cable length i mean someone might need but it should be optional.... or detachable price of the mic itself is not much anywaysi am okay with this mic for sometime... until i am sure i need quality rode mic to upgrade...,don't expect noice cancellation under this budget but audio recording quality is very good.,nice product,decent",Positive
HP 805 Black Original Ink Cartridge,717,4,"best fingerprint scanner divice.,easy to use,ink cartridges are easy to install. genuine product with very fine print quality.,sent a packet with the seal already opened.and the cartridge found to be duplicate/faulty/used one.,compatibility issue,product is very good but price to high so company take step for cut the price after that sell more and comfortable customers,not bad,okay","best.,price is high,trusted and genuine hp ink cartridge.,sent a packet with the seal already opened.and the cartridge found to be duplicate/faulty/used one.,compatibility,product is good but price is to high,good,okay","best.,price is high,trusted and genuine hp ink cartridge.,sent a packet with the seal already opened.and the cartridge found to be duplicate/faulty/used one.,compatibility,product is good but price is to high,good,okay best fingerprint scanner divice.,easy to use,ink cartridges are easy to install. genuine product with very fine print quality.,sent a packet with the seal already opened.and the cartridge found to be duplicate/faulty/used one.,compatibility issue,product is very good but price to high so company take step for cut the price after that sell more and comfortable customers,not bad,okay",Positive
"boAt Rockerz 370 On Ear Bluetooth Headphones with Upto 12 Hours Playtime, Cozy Padded Earcups and Bluetooth v5.0, with Mic (Buoyant Black)",1199,4,"sound quality is superb noise cancellation is extremely well but bass quality needs improve ment.,overall its great the only thing thats poor is the range its not even half a meter! rest is good,good,it's a very good headphone compared to it's price. previously i had used sony headphones and those were bit expensive. but i can surly say that these headphone can give you satisfactory quality.,good battery backup,like the color and bass,build quality is not good enough the cousin cover get torn with use fit gets loose over battery life is decent,like","best quality & value for money,great sound quality,atif,value for money,good one at this price range,good headset,good for a year use the cousin covering will get torn with time,good","best quality & value for money,great sound quality,atif,value for money,good one at this price range,good headset,good for a year use the cousin covering will get torn with time,good sound quality is superb noise cancellation is extremely well but bass quality needs improve ment.,overall its great the only thing thats poor is the range its not even half a meter! rest is good,good,it's a very good headphone compared to it's price. previously i had used sony headphones and those were bit expensive. but i can surly say that these headphone can give you satisfactory quality.,good battery backup,like the color and bass,build quality is not good enough the cousin cover get torn with use fit gets loose over battery life is decent,like",Positive
"STRIFF Laptop Tabletop Stand, Fold-Up, Adjustable, Ventilated, Portable Holder for Desk, Aluminum Foldable Laptop Ergonomic Compatibility with up to 15.6-inch Laptop, All Mac, Tab, and Mobile (Silver)",449,4,"for 17"" it might be too small. also it's wobbly. was good enough for not making me return it,if you own gaming laptop and want some elevation for those fans it's not a bad purchase but the temperature is not much but good for eye level,as it has simple design it may not block air flow but it will not comfortable if you use laptop's keyboard as it will start shaking as it doesn't provide such stability and so it is nor usable for typing purpose you must have to use external keyboard and mouse, as expected, small form factor,under slightly rough usage bottom pads came off but still works as expected,quality productbest to buy,good","bit wobbly and too compact,easy for the eye level,not up to the mark,good product,nice,serves the purpose,best to buy,no","bit wobbly and too compact,easy for the eye level,not up to the mark,good product,nice,serves the purpose,best to buy,no for 17"" it might be too small. also it's wobbly. was good enough for not making me return it,if you own gaming laptop and want some elevation for those fans it's not a bad purchase but the temperature is not much but good for eye level,as it has simple design it may not block air flow but it will not comfortable if you use laptop's keyboard as it will start shaking as it doesn't provide such stability and so it is nor usable for typing purpose you must have to use external keyboard and mouse, as expected, small form factor,under slightly rough usage bottom pads came off but still works as expected,quality productbest to buy,good",Positive
"HP 150 Wireless USB Mouse with Ergonomic and ambidextrous Design, 1600 DPI Optical Tracking, 2.4 GHz Wireless connectivity, Dual-Function Scroll Wheel and 12 Month Long Battery Life. 3-Years Warranty.",599,4,"packing was not good, over all good product..,scroll wheel is very small otherwise the product seems good at least at the first use, bit disappointed with on/off switch.. itâs too tiny .. otherwise product is nice ..,gave -1 star for the flimsy top cover and on/off button. rest all is good. easy to navigate. on off button at the bottom could have been better. not the regular type of putting the battery at the bottom part. pull the top cover and place the battery. the slot is given for the wireless adapter adjacent to the battery compartment. easy to use. simple plug-and-play. for better results, switch off the mouse only during weekends. draining of battery power to some extent is fine when compared to the clumsiness of the small on/off button.,good to use.","nice,scroll wheel is extremely small,value for money ð° during sale price become much lower than normal that is time to buy this.,ok,it's a quality product...,good product,mouse ok but upper part flimsy,product is good","nice,scroll wheel is extremely small,value for money ð° during sale price become much lower than normal that is time to buy this.,ok,it's a quality product...,good product,mouse ok but upper part flimsy,product is good packing was not good, over all good product..,scroll wheel is very small otherwise the product seems good at least at the first use, bit disappointed with on/off switch.. itâs too tiny .. otherwise product is nice ..,gave -1 star for the flimsy top cover and on/off button. rest all is good. easy to navigate. on off button at the bottom could have been better. not the regular type of putting the battery at the bottom part. pull the top cover and place the battery. the slot is given for the wireless adapter adjacent to the battery compartment. easy to use. simple plug-and-play. for better results, switch off the mouse only during weekends. draining of battery power to some extent is fine when compared to the clumsiness of the small on/off button.,good to use.",Positive
"Noise ColorFit Pulse Smartwatch with 3.56 cm (1.4"") Full Touch HD Display, SpO2, Heart Rate, Sleep Monitors & 10-Day Battery - Jet Black",1599,4,"good fit, nice smart watch in this price range, especially for those who need only basic features . i bought grey color,it's been long i'm using this now. it has no issues. the battery, touch screen, bluetooth connection every thing works fine. i was looking for something simple and i got this.,nice design and functionscan't connect to whatsapp and other social media app ð,the modes in the watch are good. the ui sucks. responsiveness could have been better. battery life is moderately upto 3-4 days if worn constantly. colour of the band is a bit faded too.,my new bill provide,activity record, sleep tracking is good.,i bought it for my wife and she was very glad.,good","noise smartwatch,the product is good overall,good battery backup,okayish product,watch not working,satisfied.,it's great watch,noise","noise smartwatch,the product is good overall,good battery backup,okayish product,watch not working,satisfied.,it's great watch,noise good fit, nice smart watch in this price range, especially for those who need only basic features . i bought grey color,it's been long i'm using this now. it has no issues. the battery, touch screen, bluetooth connection every thing works fine. i was looking for something simple and i got this.,nice design and functionscan't connect to whatsapp and other social media app ð,the modes in the watch are good. the ui sucks. responsiveness could have been better. battery life is moderately upto 3-4 days if worn constantly. colour of the band is a bit faded too.,my new bill provide,activity record, sleep tracking is good.,i bought it for my wife and she was very glad.,good",Positive
Logitech H111 Wired On Ear Headphones With Mic Black,745,4,"sound quality is ok, noise cancellation is not upto the mark, volume is good. overall for the price itâs worth product. the cushion on the mic comes out easily , couldnât have been fixed properly,good,the built design is ok for the product. everytime i wear and do the resizing my hair gets stuck in the band which is irritating. rest sound and all is goodðð»,i stopped using it after continuously using for 3 hrs for office use. it can not be used for long duration calls or back to back meetings. ears starts paining after 2-3 hours use. speaker cover is very thin. i will give this device to someone needy.sound quality and built quality is nice but comfort is huge issue with this device due it's tight overhead band. it keeps both sides on ear for getting better sound or noice cancellation. but the one who is looking for noice cancellation will buy over ear bigger headphones.i use all types of headphones, over-ear, on-ear, earbuds. earlier used sennheiser on-ear headphones but it never gives pain.ideally if anyone buying on-ear simple headphones then it is for calls or meetings where they still want to hear sound in their room. some attention to sound in your room, for example keeping an eye on kids while being in meeting. basic padding or multiple layer soft covers for on-ear will be helpfull.guys go for iball rocker over-ear or hp over-ear wired headphones for long duration office calls. it cost less compare to this logitech device.however this is still good buy for upto 60 mins use for 1 session/call/meeting and then a break. only issue for people having back to back meetings.,nice quality,i bought this because i had to work from home and had to take calls. my only worry was the noise cancellation because i live next to a busy road. and i am happy with the purchase as the noise cancellation is working great. people on the other side of the call have never complained about any kind of background noise. the plastic quality used is great and it's not squeaky. the wire is long enough. the sound output is good enough, but i don't intend to listen any music on these. if you need something for music then this is a wrong product.con: the cushion is not adequate and starts hurting the ear lobes within 5 mins. i had some extra cushions so i added those over the ear piece.,build quality is not that good but sound quality,noise cancellation is best in the range of less than 1000.,after covid-19 our life changes a lot. online meeting, conferences, webinar, even online classes became new normals. in this situation a good headphone with mic is necessary for doing work flawlessly and this headphone has everything which i needed.1) audio quality is good and crystal clear without any additional noise2)mic is also very good with good noise cancellation3)thanks to amazon for their service and ontime delivery. getting early delivery for the product was bit urgent for me and it was delivered in almost 6 hour after placing order,i am fully satisfied with the product highly recommend for students and working professionals who have limited budget,you wont regret it. :)4. only thing i am missing is volume control on headphone","good product but low quality at less price,i took for meetings and it working well.,good but built quality ok,problem with comfort for long hours calling,headphone,it does the job well.,noise cancellation is quite good in this price range.,work with teams! perfect budget headphones.","good product but low quality at less price,i took for meetings and it working well.,good but built quality ok,problem with comfort for long hours calling,headphone,it does the job well.,noise cancellation is quite good in this price range.,work with teams! perfect budget headphones. sound quality is ok, noise cancellation is not upto the mark, volume is good. overall for the price itâs worth product. the cushion on the mic comes out easily , couldnât have been fixed properly,good,the built design is ok for the product. everytime i wear and do the resizing my hair gets stuck in the band which is irritating. rest sound and all is goodðð»,i stopped using it after continuously using for 3 hrs for office use. it can not be used for long duration calls or back to back meetings. ears starts paining after 2-3 hours use. speaker cover is very thin. i will give this device to someone needy.sound quality and built quality is nice but comfort is huge issue with this device due it's tight overhead band. it keeps both sides on ear for getting better sound or noice cancellation. but the one who is looking for noice cancellation will buy over ear bigger headphones.i use all types of headphones, over-ear, on-ear, earbuds. earlier used sennheiser on-ear headphones but it never gives pain.ideally if anyone buying on-ear simple headphones then it is for calls or meetings where they still want to hear sound in their room. some attention to sound in your room, for example keeping an eye on kids while being in meeting. basic padding or multiple layer soft covers for on-ear will be helpfull.guys go for iball rocker over-ear or hp over-ear wired headphones for long duration office calls. it cost less compare to this logitech device.however this is still good buy for upto 60 mins use for 1 session/call/meeting and then a break. only issue for people having back to back meetings.,nice quality,i bought this because i had to work from home and had to take calls. my only worry was the noise cancellation because i live next to a busy road. and i am happy with the purchase as the noise cancellation is working great. people on the other side of the call have never complained about any kind of background noise. the plastic quality used is great and it's not squeaky. the wire is long enough. the sound output is good enough, but i don't intend to listen any music on these. if you need something for music then this is a wrong product.con: the cushion is not adequate and starts hurting the ear lobes within 5 mins. i had some extra cushions so i added those over the ear piece.,build quality is not that good but sound quality,noise cancellation is best in the range of less than 1000.,after covid-19 our life changes a lot. online meeting, conferences, webinar, even online classes became new normals. in this situation a good headphone with mic is necessary for doing work flawlessly and this headphone has everything which i needed.1) audio quality is good and crystal clear without any additional noise2)mic is also very good with good noise cancellation3)thanks to amazon for their service and ontime delivery. getting early delivery for the product was bit urgent for me and it was delivered in almost 6 hour after placing order,i am fully satisfied with the product highly recommend for students and working professionals who have limited budget,you wont regret it. :)4. only thing i am missing is volume control on headphone",Positive
"Callas Multipurpose Foldable Laptop Table with Cup Holder | Drawer | Mac Holder | Table Holder Study Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (WA-27-Black)",849,4,"price is high, is given in curved shape bench unable to stand sturdy it is falling be careful while using laptop,value for money,easy folding. convenient to user. working place is little bit congested and the stability is horrible. though user friendly. like this product.,it is good but please sell spare parts also like stand lock and all the things,i like it","nice but price should be reduced,worth for money,good meterial,table is good,value for money,good product,please sell spare parts also,good","nice but price should be reduced,worth for money,good meterial,table is good,value for money,good product,please sell spare parts also,good price is high, is given in curved shape bench unable to stand sturdy it is falling be careful while using laptop,value for money,easy folding. convenient to user. working place is little bit congested and the stability is horrible. though user friendly. like this product.,it is good but please sell spare parts also like stand lock and all the things,i like it",Positive
"Kanget [2 Pack] Type C Female to USB A Male Charger | Charging Cable Adapter Converter compatible for iPhone 14, 13, 12,11 Pro Max/Mini/XR/XS/X/SE, Samsung S20 ultra/S21/S10/S8/S9/MacBook Pro iPad (Grey)",149,4,"using it to connect my type c plantronic headphones to dell laptop and itâs working fine.,we like this product it is just amazing,support good charging speed.,nice,small yet very good accessory for the car. it is very small in size and becomes a part of the car interior.there is no lag in supplying the power and gives an ease to connect phone with usb c type on a usb a port.if you are looking for a good converter then this is it.,annoying advertisement of asking you to give 5 star rating is in the packaging box of this product.,it is very helpful in charging phones in old cars. i am using an old car and it only has usb -b ports. and i am using it for some power banks also...,i had an unused cable c to lightning port but was not being used. i ordered this product and it turn out to be miracle for me now i can use my unused cable with this product. good product ðð","good and does itâs work,nice product working absolutely fine,good,good product,value for money,okay overall,value for money..,good product for i phone users","good and does itâs work,nice product working absolutely fine,good,good product,value for money,okay overall,value for money..,good product for i phone users using it to connect my type c plantronic headphones to dell laptop and itâs working fine.,we like this product it is just amazing,support good charging speed.,nice,small yet very good accessory for the car. it is very small in size and becomes a part of the car interior.there is no lag in supplying the power and gives an ease to connect phone with usb c type on a usb a port.if you are looking for a good converter then this is it.,annoying advertisement of asking you to give 5 star rating is in the packaging box of this product.,it is very helpful in charging phones in old cars. i am using an old car and it only has usb -b ports. and i am using it for some power banks also...,i had an unused cable c to lightning port but was not being used. i ordered this product and it turn out to be miracle for me now i can use my unused cable with this product. good product ðð",Positive
