ProductName,sentiment_pred,Rate,text,aspect_Price_sentiment,aspect_Quality_sentiment,aspect_Delivery_sentiment,aspect_Price_sentences,aspect_Quality_sentences,aspect_Delivery_sentences
"Redmi 10A (Sea Blue, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | Upto 5GB RAM with RAM Booster",Positive,4,"good.,best at the price,good phone,nice,value for money,à¤ à¥à¤-à¤ à¤¾à¤ hai âºï¸,overall review,good camera and display is very poor quality and battery ð is very good nothing bad,nice phone at reasonable price.,good,nice,value for money,theek hai ð¥°,not bad,good",Positive,Positive,Not Mentioned,"good.,best at the price,good phone,nice,value for money,à¤ à¥à¤-à¤ à¤¾à¤ hai âºï¸,overall review,good camera and display is very poor quality and battery ð is very good nothing bad,nice phone at reasonable price.,good,nice,value for money,theek hai ð¥°,not bad,good","good.,best at the price,good phone,nice,value for money,à¤ à¥à¤-à¤ à¤¾à¤ hai âºï¸,overall review,good camera and display is very poor quality and battery ð is very good nothing bad,nice phone at reasonable price.,good,nice,value for money,theek hai ð¥°,not bad,good",
"Redmi 10A (Slate Grey, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | Upto 5GB RAM with RAM Booster",Positive,4,"good.,best at the price,good phone,nice,value for money,à¤ à¥à¤-à¤ à¤¾à¤ hai âºï¸,overall review,good camera and display is very poor quality and battery ð is very good nothing bad,nice phone at reasonable price.,good,nice,value for money,theek hai ð¥°,not bad,good",Positive,Positive,Not Mentioned,"good.,best at the price,good phone,nice,value for money,à¤ à¥à¤-à¤ à¤¾à¤ hai âºï¸,overall review,good camera and display is very poor quality and battery ð is very good nothing bad,nice phone at reasonable price.,good,nice,value for money,theek hai ð¥°,not bad,good","good.,best at the price,good phone,nice,value for money,à¤ à¥à¤-à¤ à¤¾à¤ hai âºï¸,overall review,good camera and display is very poor quality and battery ð is very good nothing bad,nice phone at reasonable price.,good,nice,value for money,theek hai ð¥°,not bad,good",
realme Buds Classic Wired in Ear Earphones with Mic (Black),Positive,4,"value-for-money,worth to buy,good product bass bhi achha hai,this is awesome,nice earphone, india should also make like this,good earphone comfortable feel, microphones, sound, calling.,itâs good build quality,i just love this. amezing sound quality despite being affordable, these headphones are pretty good. i use them mostly for talking on the phone. the sound quality is crisp and clear, though for serious music listening, i think, other more expensive headphones will be better.,worth to buy ..sound is also good, delivery was so fast the headphones are awesome ð,sound quality is goodcalling is also nicebut i like most of this earphone, it's softness ð,,thanks to realme and amazoneit was good and delivered at the time,highly recommended",Positive,Positive,Positive,"value-for-money,worth to buy,good product bass bhi achha hai,this is awesome,nice earphone, india should also make like this,good earphone comfortable feel, microphones, sound, calling.,itâs good build quality,i just love this. | the sound quality is crisp and clear, though for serious music listening, i think, other more expensive headphones will be better.,worth to buy ..sound is also good, delivery was so fast the headphones are awesome ð,sound quality is goodcalling is also nicebut i like most of this earphone, it's softness ð,,thanks to realme and amazoneit was good and delivered at the time,highly recommended","value-for-money,worth to buy,good product bass bhi achha hai,this is awesome,nice earphone, india should also make like this,good earphone comfortable feel, microphones, sound, calling.,itâs good build quality,i just love this. | amezing sound quality despite being affordable, these headphones are pretty good. | the sound quality is crisp and clear, though for serious music listening, i think, other more expensive headphones will be better.,worth to buy ..sound is also good, delivery was so fast the headphones are awesome ð,sound quality is goodcalling is also nicebut i like most of this earphone, it's softness ð,,thanks to realme and amazoneit was good and delivered at the time,highly recommended","the sound quality is crisp and clear, though for serious music listening, i think, other more expensive headphones will be better.,worth to buy ..sound is also good, delivery was so fast the headphones are awesome ð,sound quality is goodcalling is also nicebut i like most of this earphone, it's softness ð,,thanks to realme and amazoneit was good and delivered at the time,highly recommended"
"Noise ColorFit Pulse Grand Smart Watch with 1.69"" HD Display, 60 Sports Modes, 150 Watch Faces, Spo2 Monitoring, Call Notification, Quick Replies to Text & Calls (Rose Pink)",Positive,4,"ranjitha,good one,best one!!!,good and average usage,it's been good,good,noise,overall good product battery life is low,worth purchase,good performance at this price range,a economical product to buy for average usage of checking time, heart monitoring, steps track, etc.battery backup great single charge stands for min 3 days.recommended only for simple use and show off.,first of all, this watch is budget friendly.watch faces - the app has a large number of watch faces step track - not that accurate but that fineâ¢ weather forecast:- 100% accuratesleep - pretty accurate information overall, the experience is pretty good.but but but, the battery life is not that good only 4 days of battery backup.,nice product,good nice,overall good product to buy",Positive,Not Mentioned,Not Mentioned,"!,good and average usage,it's been good,good,noise,overall good product battery life is low,worth purchase,good performance at this price range,a economical product to buy for average usage of checking time, heart monitoring, steps track, etc.battery backup great single charge stands for min 3 days.recommended only for simple use and show off.,first of all, this watch is budget friendly.watch faces - the app has a large number of watch faces step track - not that accurate but that fineâ¢ weather forecast:- 100% accuratesleep - pretty accurate information overall, the experience is pretty good.but but but, the battery life is not that good only 4 days of battery backup.,nice product,good nice,overall good product to buy",,
"Tygot Bluetooth Extendable Selfie Sticks with Wireless Remote and Tripod Stand, 3-in-1 Multifunctional Selfie Stick with Tripod Stand Compatible with iPhone/OnePlus/Samsung/Oppo/Vivo and All Phones",Positive,4,"value for money,after 1 month usage review,good product,product is good and light weight.,good product,nice product.bluetooth option is good,can go for it, not much stable but a decent product,seems to be a good product by first use the selfie stick is made up of cheap quality plastic.however the built structure of the selfie stick is stable and even the tripod stand will provide you ample support to make a video time lapse or a portrait selfie.recommended to all video bloggers who have just started their channels on youtube or any other sites.its worth a product with the money we are paying to purchase it.,did take this product on a trip. it's good but i was always afraid whether it's going to fell from the stand. the holder is clumpsy, cannot hold it tighter. need another person help to insert the phone in the stand or need to sit down and stretch the phone holder to insert the phone. maybe not worth 399â¹. let me know if you have any other doubts,it is user friendly,product is good and light weight.,works well and bluetooth connectivity is also good.,nice product.bluetooth option is good,stability is ok only, otherwise a decent product,good product",Positive,Positive,Not Mentioned,"value for money,after 1 month usage review,good product,product is good and light weight.,good product,nice product.bluetooth option is good,can go for it, not much stable but a decent product,seems to be a good product by first use the selfie stick is made up of cheap quality plastic.however the built structure of the selfie stick is stable and even the tripod stand will provide you ample support to make a video time lapse or a portrait selfie.recommended to all video bloggers who have just started their channels on youtube or any other sites.its worth a product with the money we are paying to purchase it.,did take this product on a trip. | maybe not worth 399â¹.","value for money,after 1 month usage review,good product,product is good and light weight.,good product,nice product.bluetooth option is good,can go for it, not much stable but a decent product,seems to be a good product by first use the selfie stick is made up of cheap quality plastic.however the built structure of the selfie stick is stable and even the tripod stand will provide you ample support to make a video time lapse or a portrait selfie.recommended to all video bloggers who have just started their channels on youtube or any other sites.its worth a product with the money we are paying to purchase it.,did take this product on a trip.",
"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",Positive,4,"little above average earbuds,buds i love,unique form factor,best call quality ear buds,good but is it worth it,bluetooth range not that good,excellent sounding pair of earbuds with one fatal flaw,bluetooth connectivity is not upto the mark the earphones have good clear sound quality. it lacks base. battery backup is good. anc is a myth in this earphone. it might hurt your ear if you wear it for longer duration depending on the shape of your ear,eat easily fit in ears and light weight ,and sound quality is good too. over all its worth to by this samsung buds ita connects well to the samsung mobile too.,bought this solely due to its form factor - to try how samsung has made them to sound in this open bud style. to be true samsung has managed excellently to give us an unique tws.this is not an inear style tws but resembles somewhat earbud style tws, only of its kind in the market as far as my knowledge goes.they are held very good in my ears, gives me a good seal and does not fall out (strange as i can't use earbuds because they fall out frequently). it seems that samsung has finalised the shape after a good homework. however, it doesn't mean that it will fit everybody as there are many dissatisfied users around the globe.the finish, build and all such generic factors are top notch. the size of the buds and the case is very small.now about the sound. if the buds fit in one's ears with a good seal, the sound is full bodied but if the seal is not perfect, it may be tinny.the sound signature is very bassy for my taste and i have to eq it to my taste. the bass is so pounding that sometimes it becomes difficult to get a taste of the treble. i listen it in treble boost mode adjusted through the app. anc works strangely and noise reduction is not very decipherable. in contrary, anc on somewhat opens up the sound. don't buy this for anc.strangely to me, these buds sound better on my iphone 12mini than my galaxy s22 (spotify and apple music). the buds have app support for both android (galaxy wear) and ios (galaxy buds live) but the android app is more feature packed and works better. the ios app couldn't update the firmware (although there is a menu in the app) and always showed the device to be on latest firmware. however, as soon as i connected with my s22, on pairing, the first thing it did was to update the firmware.i love these buds solely for their form factor and they are pretty good for 4.4k against an mrp of 16k. the do sound very good but does not suit my taste. persons loving bass may love them. don't get them for anc. battery consumption not yet fully tested but seems ok. it has wireless charging too. if your ears are too small or too large than normal - better not to buy as they may either not go in the ears or will fit loose giving a improper seal.,best call quality. noise cancelling could have been improved to best, but still wotks good.descent battery life.music is good. not to that top notch, but good in this segment.overall worth for buying with good call quality a very little to compromise but good.,i am using this for like 3 months it is a good and productive if you are in the samsung ecosystem if you are not a part then do not buy it its not worth its price.,bluetooth range is not that good,the sound quality is extremely good for a tws and the sound signature is almost flat. i got these for rs.5290, it almost felt like a steal deal for me until i faced one cardinal flaw in the design of these buds. the bluetooth antenna has an absymal performance. it feels like i am using bluetooth v3.0. the range is so poor that even if you put the phone in the pocket, the audio starts stuttering. the mic quality is a hit or miss, inside the house it works very well, but outside it performs poorly. i think it has more to do with poor antenna design than the microphone's quality. if you are thinking that maybe the faulty product is an exception, then do a google search about its range issue and you will find hundreds of people complaining about the same thing. samsung has poorly implemented the design and is reluctant to admit its fault. i pity those who bought it at around 15k for such a flawed product. even at rs 5k it is not worth it because of the range issue. it is better to buy a wired iem, atleast it will sound better than this.,in this price samsung brand is goodeasy to wear and good battery backuphardly support the 2 meter bluetooth connectivity",Positive,Positive,Positive,"little above average earbuds,buds i love,unique form factor,best call quality ear buds,good but is it worth it,bluetooth range not that good,excellent sounding pair of earbuds with one fatal flaw,bluetooth connectivity is not upto the mark the earphones have good clear sound quality. | over all its worth to by this samsung buds ita connects well to the samsung mobile too.,bought this solely due to its form factor - to try how samsung has made them to sound in this open bud style. | not to that top notch, but good in this segment.overall worth for buying with good call quality a very little to compromise but good.,i am using this for like 3 months it is a good and productive if you are in the samsung ecosystem if you are not a part then do not buy it its not worth its price.,bluetooth range is not that good,the sound quality is extremely good for a tws and the sound signature is almost flat. | even at rs 5k it is not worth it because of the range issue. | it is better to buy a wired iem, atleast it will sound better than this.,in this price samsung brand is goodeasy to wear and good battery backuphardly support the 2 meter bluetooth connectivity","little above average earbuds,buds i love,unique form factor,best call quality ear buds,good but is it worth it,bluetooth range not that good,excellent sounding pair of earbuds with one fatal flaw,bluetooth connectivity is not upto the mark the earphones have good clear sound quality. | it might hurt your ear if you wear it for longer duration depending on the shape of your ear,eat easily fit in ears and light weight ,and sound quality is good too. | however, it doesn't mean that it will fit everybody as there are many dissatisfied users around the globe.the finish, build and all such generic factors are top notch. | if your ears are too small or too large than normal - better not to buy as they may either not go in the ears or will fit loose giving a improper seal.,best call quality. | not to that top notch, but good in this segment.overall worth for buying with good call quality a very little to compromise but good.,i am using this for like 3 months it is a good and productive if you are in the samsung ecosystem if you are not a part then do not buy it its not worth its price.,bluetooth range is not that good,the sound quality is extremely good for a tws and the sound signature is almost flat. | the range is so poor that even if you put the phone in the pocket, the audio starts stuttering. | the mic quality is a hit or miss, inside the house it works very well, but outside it performs poorly. | i think it has more to do with poor antenna design than the microphone's quality. | samsung has poorly implemented the design and is reluctant to admit its fault.",the ios app couldn't update the firmware (although there is a menu in the app) and always showed the device to be on latest firmware.
Sounce Spiral Charger Cable Protector Data Cable Saver Charging Cord Protective Cable Cover Headphone MacBook Laptop Earphone Cell Phone Set of 3 (Cable Protector (12 Units)),Positive,4,"nice and soft product,in picture shows as 16 nos but in cover only 8 nos,usefull! bought 3 packs in rs 99 each containing 4 pieces,quality product at affordable price,it helps to hold the joints. but not from the usb level,very third grade quality,only two packs came,cool product very nice product and easy to use as well as very soft to cable.,in picture shows as 16 nos but in cover only 8 nos,easy to attach with usb cable. bought total 12 pieces in rs99. loved it â¤ï¸,quality product,so far ok. will hold the wire connecting after the usb joints. but couldn't stop it from bending,donât even think of buying this by just looking at the cheap price of this product as it has been made by cheap quality plastic which can not protect your cables as it is not at all sturdy so please donât buy,only two packs came,the product is cool. value for money. love it",Positive,Positive,Not Mentioned,"bought 3 packs in rs 99 each containing 4 pieces,quality product at affordable price,it helps to hold the joints. | but couldn't stop it from bending,donât even think of buying this by just looking at the cheap price of this product as it has been made by cheap quality plastic which can not protect your cables as it is not at all sturdy so please donât buy,only two packs came,the product is cool.","bought 3 packs in rs 99 each containing 4 pieces,quality product at affordable price,it helps to hold the joints. | but not from the usb level,very third grade quality,only two packs came,cool product very nice product and easy to use as well as very soft to cable.,in picture shows as 16 nos but in cover only 8 nos,easy to attach with usb cable. | loved it â¤ï¸,quality product,so far ok. will hold the wire connecting after the usb joints. | but couldn't stop it from bending,donât even think of buying this by just looking at the cheap price of this product as it has been made by cheap quality plastic which can not protect your cables as it is not at all sturdy so please donât buy,only two packs came,the product is cool.",
"Ambrane 10000mAh Slim Power Bank, 20W Fast Charging, Dual Output, Type C PD (Input & Output), Quick Charge, Li-Polymer, Multi-Layer Protection for iPhone, Anrdoid & Other Devices (Stylo 10K, Black)",Positive,4,"nice product,good,kaam sahi karta hai ji,woks fine,nice,good and portabe,good for a single charge of 5000mah mobile.,good product i am very happy after using it. this power bank is very good. i have seen a video on youtube with an amazing rating before buying it. enjoyed buying it.,good product value for money.,esme ek choti torch jaisi light add karke thoda price badha den to mast raho 10,over all a great product but i have faced a problem while charging the power bank with my mi 120w charger it never accept quick charge and sometimes takes more than 12 hours to charge.while with macbook pro charger it accepts quick charge (that green light).i bought a separate charger for this power bankð­,good i like it,power bank is good the only issue was the cable which came with it broke after a day of use and also damaged power port of phone,just good as expected, compact size, came with a premium good packing.... need see how it performance. with 10000mah u can charge 2 devices at a time. but good for a single charge of 5000mah mobile. they have given one usb a type to c type cable, if you have another c type cable, with that u can charge another device. i like the carrying pouch they provided.,i didnt got any pouch with this power bank",Positive,Not Mentioned,Not Mentioned,"enjoyed buying it.,good product value for money.,esme ek choti torch jaisi light add karke thoda price badha den to mast raho 10,over all a great product but i have faced a problem while charging the power bank with my mi 120w charger it never accept quick charge and sometimes takes more than 12 hours to charge.while with macbook pro charger it accepts quick charge (that green light).i bought a separate charger for this power bankð­,good i like it,power bank is good the only issue was the cable which came with it broke after a day of use and also damaged power port of phone,just good as expected, compact size, came with a premium good packing.... need see how it performance.",,
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio | Blue",Positive,4,"centre key,nice phone,good for exam preparing students,center button is not good,battery runs out quickly,nokia trusted brand only needs to improve ringtone sound,best phone,.. phone is ok except middle button itâs a headache. rest all is good battery lyf is about 10-12 hrs when fully charged,superb battery life for more then 3 days,i bought this phone to use as a replacement of my smartphone for calling, alarm, listening songs purposes.i didn't face any problem but the sound & its quality is somewhat low compared to normal smartphones. song quality is not that good & not even bad but ok when listening through earphones.i only use it for receiving sms & calls & occassionally to listen songs & battery backup is very good that it lasts upto 7 days etc.. for 1 full charge.it would've been much better, if it included more alarm options than the limited 5 alarms, stopwatch & timer.overall, it's a good replacement of smartphone for me till now.,action button(center button) is not good, it takes more than 1 attempt sometimes to perform ok action.,battery backup bad,needs to improve ringtone sound,best phone hai. nokia is always best. price thodi kam karni chahiye.,i like this product",Positive,Positive,Not Mentioned,"price thodi kam karni chahiye.,i like this product","rest all is good battery lyf is about 10-12 hrs when fully charged,superb battery life for more then 3 days,i bought this phone to use as a replacement of my smartphone for calling, alarm, listening songs purposes.i didn't face any problem but the sound & its quality is somewhat low compared to normal smartphones. | song quality is not that good & not even bad but ok when listening through earphones.i only use it for receiving sms & calls & occassionally to listen songs & battery backup is very good that it lasts upto 7 days etc.. for 1 full charge.it would've been much better, if it included more alarm options than the limited 5 alarms, stopwatch & timer.overall, it's a good replacement of smartphone for me till now.,action button(center button) is not good, it takes more than 1 attempt sometimes to perform ok action.,battery backup bad,needs to improve ringtone sound,best phone hai.",
"USB Charger, Oraimo Elite Dual Port 5V/2.4A Wall Charger, USB Wall Charger Adapter for iPhone 11/Xs/XS Max/XR/X/8/7/6/Plus, iPad Pro/Air 2/Mini 3/Mini 4, Samsung S4/S5, and More",Positive,4,"good,nice ð in value.paracased on two oly,working fine,good product,good one,good one,very good product,decent product, worth every penny expect it will last long, price wise it's a good product. till date it's working well.,one slot got out of order and one using now.value of money and second slot of the charger is average to use.ð¤ªð¤ªð¤ªððð®ð³,good quality no issues till now working fine with 5v 2ampas it is 10 watt charger.,fast charging,yes it's very nice, product. great charging power even two devices connected with the charger. i charged my pixel 6a and wireless headphone together, both get charged quickly. but issue with the build quality. i once by mistake sat in the charger and the socket end of it broke from the edges and came out completely. i had to fix that with a fevi quick. now working fine . overall a very good product. don't think, just go for it.,it's a good product for this price range. works fine.",Positive,Positive,Positive,"good,nice ð in value.paracased on two oly,working fine,good product,good one,good one,very good product,decent product, worth every penny expect it will last long, price wise it's a good product. | don't think, just go for it.,it's a good product for this price range.","till date it's working well.,one slot got out of order and one using now.value of money and second slot of the charger is average to use.ð¤ªð¤ªð¤ªððð®ð³,good quality no issues till now working fine with 5v 2ampas it is 10 watt charger.,fast charging,yes it's very nice, product. | but issue with the build quality.","till date it's working well.,one slot got out of order and one using now.value of money and second slot of the charger is average to use.ð¤ªð¤ªð¤ªððð®ð³,good quality no issues till now working fine with 5v 2ampas it is 10 watt charger.,fast charging,yes it's very nice, product."
"WeCool C1 Car Mobile Holder with One Click Technology,360Â° Rotational, Strong Suction Cup,Compatible with 4 to 6 Inch Devices, Wildshield and Dashboard Mobile Holder for Car, and Use",Positive,4,"i like the product,best product with good customer care,best suction and decent plastic quality,good product with good quality,good solution,good cup adhesion. overall satisfied.,overall nice product,nice one look good,the product is good, does what it says especially to mention about their customer service and replacement policy which is too good with 1 year warrenty. kudos to the team!,overall a great product i had this fear before buying that how good it will adhere but it's doing fantastic the only field where they had a scope of improvement is the plastic quality it's decent but could have been better,good,except minor noise, rest all good,stayed well overall through a rough drive of 1000km and seems sturdy enough to last long. however, the nuts at the joints needed tightening 3 -4 times during the trip and there are a few rattles too.,quality product with affordable price.,i used this for swift dizre 2018 model working good condition and specially it has the lower hook. so it hold good .nice one . if you looking for buget segement just buy it .",Positive,Positive,Not Mentioned,"however, the nuts at the joints needed tightening 3 -4 times during the trip and there are a few rattles too.,quality product with affordable price.,i used this for swift dizre 2018 model working good condition and specially it has the lower hook.","i like the product,best product with good customer care,best suction and decent plastic quality,good product with good quality,good solution,good cup adhesion. | kudos to the team!,overall a great product i had this fear before buying that how good it will adhere but it's doing fantastic the only field where they had a scope of improvement is the plastic quality it's decent but could have been better,good,except minor noise, rest all good,stayed well overall through a rough drive of 1000km and seems sturdy enough to last long. | however, the nuts at the joints needed tightening 3 -4 times during the trip and there are a few rattles too.,quality product with affordable price.,i used this for swift dizre 2018 model working good condition and specially it has the lower hook.",
HP 32GB Class 10 MicroSD Memory Card (U1 TF CardÂ 32GB),Positive,4,"best,genuine,nice product,good product,value for money,good,worth of purchase,good ð best wishes,brought it online as cautious about buying offline coz of fake and overpriced products. using it for my wifi camera. working fine,nice product,nice quality product easy to use. thanks amazon,well known brand ..nice product.,good,worth product,bahut achcha laga raha hai",Positive,Positive,Not Mentioned,"best,genuine,nice product,good product,value for money,good,worth of purchase,good ð best wishes,brought it online as cautious about buying offline coz of fake and overpriced products. | thanks amazon,well known brand ..nice product.,good,worth product,bahut achcha laga raha hai","working fine,nice product,nice quality product easy to use.",
"realme narzo 50i (Mint Green, 2GB RAM+32GB Storage) Octa Core Processor | 6.5"" inch Large Display",Positive,4,"budget phone,good product at this price,good prodect,good,good,value for money!,not bad,nice if your budget is low and you are looking for a good phone then you can buy this realme narzo 50i,the product is very nice and good quality . after using so many days ithe product is not warm and also phone is not hang .so the is good at this price,average preform,good,good,ok for normal use, build quality and battery is good..,battery life is ok maximum working 12hrs after 100% charge,ok",Positive,Positive,Not Mentioned,"budget phone,good product at this price,good prodect,good,good,value for money!,not bad,nice if your budget is low and you are looking for a good phone then you can buy this realme narzo 50i,the product is very nice and good quality . | after using so many days ithe product is not warm and also phone is not hang .so the is good at this price,average preform,good,good,ok for normal use, build quality and battery is good..,battery life is ok maximum working 12hrs after 100% charge,ok","budget phone,good product at this price,good prodect,good,good,value for money!,not bad,nice if your budget is low and you are looking for a good phone then you can buy this realme narzo 50i,the product is very nice and good quality . | after using so many days ithe product is not warm and also phone is not hang .so the is good at this price,average preform,good,good,ok for normal use, build quality and battery is good..,battery life is ok maximum working 12hrs after 100% charge,ok",
"Nokia 105 Plus Single SIM, Keypad Mobile Phone with Wireless FM Radio, Memory Card Slot and MP3 Player | Red",Positive,4,"centre key,nice phone,good for exam preparing students,center button is not good,battery runs out quickly,nokia trusted brand only needs to improve ringtone sound,best phone,.. phone is ok except middle button itâs a headache. rest all is good battery lyf is about 10-12 hrs when fully charged,superb battery life for more then 3 days,i bought this phone to use as a replacement of my smartphone for calling, alarm, listening songs purposes.i didn't face any problem but the sound & its quality is somewhat low compared to normal smartphones. song quality is not that good & not even bad but ok when listening through earphones.i only use it for receiving sms & calls & occassionally to listen songs & battery backup is very good that it lasts upto 7 days etc.. for 1 full charge.it would've been much better, if it included more alarm options than the limited 5 alarms, stopwatch & timer.overall, it's a good replacement of smartphone for me till now.,action button(center button) is not good, it takes more than 1 attempt sometimes to perform ok action.,battery backup bad,needs to improve ringtone sound,best phone hai. nokia is always best. price thodi kam karni chahiye.,i like this product",Positive,Positive,Not Mentioned,"price thodi kam karni chahiye.,i like this product","rest all is good battery lyf is about 10-12 hrs when fully charged,superb battery life for more then 3 days,i bought this phone to use as a replacement of my smartphone for calling, alarm, listening songs purposes.i didn't face any problem but the sound & its quality is somewhat low compared to normal smartphones. | song quality is not that good & not even bad but ok when listening through earphones.i only use it for receiving sms & calls & occassionally to listen songs & battery backup is very good that it lasts upto 7 days etc.. for 1 full charge.it would've been much better, if it included more alarm options than the limited 5 alarms, stopwatch & timer.overall, it's a good replacement of smartphone for me till now.,action button(center button) is not good, it takes more than 1 attempt sometimes to perform ok action.,battery backup bad,needs to improve ringtone sound,best phone hai.",
"Ambrane 10000mAh Slim Power Bank, 20W Fast Charging, Dual Output, Type C PD (Input & Output), Quick Charge, Li-Polymer, Multi-Layer Protection for iPhone, Anrdoid & Other Devices (Stylo 10K, Green)",Positive,4,"nice product,good,kaam sahi karta hai ji,woks fine,nice,good and portabe,good for a single charge of 5000mah mobile.,good product i am very happy after using it. this power bank is very good. i have seen a video on youtube with an amazing rating before buying it. enjoyed buying it.,good product value for money.,esme ek choti torch jaisi light add karke thoda price badha den to mast raho 10,over all a great product but i have faced a problem while charging the power bank with my mi 120w charger it never accept quick charge and sometimes takes more than 12 hours to charge.while with macbook pro charger it accepts quick charge (that green light).i bought a separate charger for this power bankð­,good i like it,power bank is good the only issue was the cable which came with it broke after a day of use and also damaged power port of phone,just good as expected, compact size, came with a premium good packing.... need see how it performance. with 10000mah u can charge 2 devices at a time. but good for a single charge of 5000mah mobile. they have given one usb a type to c type cable, if you have another c type cable, with that u can charge another device. i like the carrying pouch they provided.,i didnt got any pouch with this power bank",Positive,Not Mentioned,Not Mentioned,"enjoyed buying it.,good product value for money.,esme ek choti torch jaisi light add karke thoda price badha den to mast raho 10,over all a great product but i have faced a problem while charging the power bank with my mi 120w charger it never accept quick charge and sometimes takes more than 12 hours to charge.while with macbook pro charger it accepts quick charge (that green light).i bought a separate charger for this power bankð­,good i like it,power bank is good the only issue was the cable which came with it broke after a day of use and also damaged power port of phone,just good as expected, compact size, came with a premium good packing.... need see how it performance.",,
"Noise ColorFit Pulse Smartwatch with 3.56 cm (1.4"") Full Touch HD Display, SpO2, Heart Rate, Sleep Monitors & 10-Day Battery - Jet Black",Positive,4,"noise smartwatch,the product is good overall,good battery backup,okayish product,satisfied.,good,it's great watch,noise good fit, nice smart watch in this price range, especially for those who need only basic features . i bought grey color,it's been long i'm using this now. it has no issues. the battery, touch screen, bluetooth connection every thing works fine. i was looking for something simple and i got this.,nice design and functionscan't connect to whatsapp and other social media app ð,the modes in the watch are good. the ui sucks. responsiveness could have been better. battery life is moderately upto 3-4 days if worn constantly. colour of the band is a bit faded too.,activity record, sleep tracking is good.,good product,i bought it for my wife and she was very glad.,good",Positive,Not Mentioned,Not Mentioned,"noise smartwatch,the product is good overall,good battery backup,okayish product,satisfied.,good,it's great watch,noise good fit, nice smart watch in this price range, especially for those who need only basic features .",,
"Nokia 105 Plus Single SIM, Keypad Mobile Phone with Wireless FM Radio, Memory Card Slot and MP3 Player | Charcoal",Positive,4,"centre key,nice phone,good for exam preparing students,center button is not good,battery runs out quickly,nokia trusted brand only needs to improve ringtone sound,best phone,.. phone is ok except middle button itâs a headache. rest all is good battery lyf is about 10-12 hrs when fully charged,superb battery life for more then 3 days,i bought this phone to use as a replacement of my smartphone for calling, alarm, listening songs purposes.i didn't face any problem but the sound & its quality is somewhat low compared to normal smartphones. song quality is not that good & not even bad but ok when listening through earphones.i only use it for receiving sms & calls & occassionally to listen songs & battery backup is very good that it lasts upto 7 days etc.. for 1 full charge.it would've been much better, if it included more alarm options than the limited 5 alarms, stopwatch & timer.overall, it's a good replacement of smartphone for me till now.,action button(center button) is not good, it takes more than 1 attempt sometimes to perform ok action.,battery backup bad,needs to improve ringtone sound,best phone hai. nokia is always best. price thodi kam karni chahiye.,i like this product",Positive,Positive,Not Mentioned,"price thodi kam karni chahiye.,i like this product","rest all is good battery lyf is about 10-12 hrs when fully charged,superb battery life for more then 3 days,i bought this phone to use as a replacement of my smartphone for calling, alarm, listening songs purposes.i didn't face any problem but the sound & its quality is somewhat low compared to normal smartphones. | song quality is not that good & not even bad but ok when listening through earphones.i only use it for receiving sms & calls & occassionally to listen songs & battery backup is very good that it lasts upto 7 days etc.. for 1 full charge.it would've been much better, if it included more alarm options than the limited 5 alarms, stopwatch & timer.overall, it's a good replacement of smartphone for me till now.,action button(center button) is not good, it takes more than 1 attempt sometimes to perform ok action.,battery backup bad,needs to improve ringtone sound,best phone hai.",
"iQOO vivo Z6 5G (Chromatic Blue, 8GB RAM, 128GB Storage) | Snapdragon 695-6nm Processor | 120Hz FHD+ Display | 5000mAh Battery",Positive,4,"it controls brightness automatically whenever u go in dark place or in sunlight.,good in gaming,touch not good,good mobile within the price range,great phone,nice phone,budget mein sabse mast phone,good but camera quality is not up to the expectations camera quality is not up to the expectations this is my first 5g iqoo mobile purchased on 26th december at amazon. till now i didnt feel anything bad in this mobile .happy with the purchase. camera quality is good. it works smoothly in all the options.,this is good performance handset but the quality of the camera is not good, even though they said it's a 50 mp camera it's doesn't take that sharp picture. so you're not thinking about camera it's a good choice for this much amount. it's also have a problem with 5g(jio) connectivity.,touch not good,na,good phone but camera quality is not good enough but proccessor are great,very nice,budget mein sabse mast phone,camera quality is not up to the expectations",Negative,Negative,Not Mentioned,"it controls brightness automatically whenever u go in dark place or in sunlight.,good in gaming,touch not good,good mobile within the price range,great phone,nice phone,budget mein sabse mast phone,good but camera quality is not up to the expectations camera quality is not up to the expectations this is my first 5g iqoo mobile purchased on 26th december at amazon.","it controls brightness automatically whenever u go in dark place or in sunlight.,good in gaming,touch not good,good mobile within the price range,great phone,nice phone,budget mein sabse mast phone,good but camera quality is not up to the expectations camera quality is not up to the expectations this is my first 5g iqoo mobile purchased on 26th december at amazon. | camera quality is good. | it works smoothly in all the options.,this is good performance handset but the quality of the camera is not good, even though they said it's a 50 mp camera it's doesn't take that sharp picture. | it's also have a problem with 5g(jio) connectivity.,touch not good,na,good phone but camera quality is not good enough but proccessor are great,very nice,budget mein sabse mast phone,camera quality is not up to the expectations",
